path,temperature,humidity,rainfall
lab/train/Leaf_Mold/269f3e0a-4d4f-4598-b19d-9f5428342464___Crnl_L.Mold 8745.JPG,22.94,86.1,14.44
lab/train/Leaf_Mold/273b19fa-2701-4679-a994-8a37040ac343___Crnl_L.Mold 6577.JPG,23.38,78.18,9.63
lab/train/Leaf_Mold/27fb67df-f3f0-4e27-9fa3-6b7ee21515f1___Crnl_L.Mold 8934.JPG,23.46,82.41,9.93
lab/train/Leaf_Mold/2847f847-3048-487d-ae4f-c45e44d04d85___Crnl_L.Mold 8878.JPG,21.86,84.51,14.37
lab/train/Leaf_Mold/2cd79cec-d3fd-48a0-a747-186659750725___Crnl_L.Mold 6972.JPG,25.43,84.14,8.65
lab/train/Leaf_Mold/2d6f98ac-7545-4ea6-97f7-51374d16adc2___Crnl_L.Mold 7005.JPG,21.56,82.19,11.19
lab/train/Leaf_Mold/2f3608fd-5632-47ae-9309-970728d4342e___Crnl_L.Mold 6778.JPG,23.0,77.37,13.41
lab/train/Leaf_Mold/32902cc7-5db6-4148-8b4e-0d04199edd98___Crnl_L.Mold 6766.JPG,22.36,87.32,9.36
lab/train/Leaf_Mold/329f2f31-ceca-402f-a007-21d64fe75f5e___Crnl_L.Mold 6519.JPG,25.47,78.95,6.92
lab/train/Leaf_Mold/35343df4-2017-47f9-a5ef-d08bd52dfd7c___Crnl_L.Mold 8827.JPG,25.15,76.35,8.51
lab/train/Leaf_Mold/35a6c962-8f94-4c23-97e3-726b1dcf7170___Crnl_L.Mold 8874.JPG,23.19,83.27,14.55
lab/train/Leaf_Mold/3796e4d7-4ff5-411e-988b-893f7d8b701c___Crnl_L.Mold 8800.JPG,22.8,89.35,9.89
lab/train/Leaf_Mold/37c86551-b516-4b74-bcee-24b2ed387b06___Crnl_L.Mold 9046.JPG,25.36,82.47,11.36
lab/train/Leaf_Mold/3868a159-b5df-49d2-a689-1181ee1007dc___Crnl_L.Mold 8720.JPG,20.13,85.17,12.71
lab/train/Leaf_Mold/39feab4e-7c7b-44de-b9bf-8baaebb6e499___Crnl_L.Mold 8709.JPG,23.53,85.16,6.56
lab/train/Leaf_Mold/3d203bd1-7814-4d66-a2eb-cf97193c1fbb___Crnl_L.Mold 8960.JPG,20.06,77.74,11.6
lab/train/Leaf_Mold/3dfdf4dd-b2de-4a98-a288-2031bcebba2a___Crnl_L.Mold 8868.JPG,21.91,83.0,10.45
lab/train/Leaf_Mold/3e7616df-52d8-43ef-9824-a77e82cdbf1a___Crnl_L.Mold 8777.JPG,21.84,78.78,9.32
lab/train/Leaf_Mold/3fdba933-d33b-45e3-877c-aaf869a83df4___Crnl_L.Mold 8952.JPG,21.2,80.22,11.47
lab/train/Leaf_Mold/41b84dbf-0402-4480-a0b2-55ab4686dcdf___Crnl_L.Mold 8933.JPG,20.2,84.8,7.45
lab/train/Leaf_Mold/4459390d-64ca-42d2-977b-afb0ed667701___Crnl_L.Mold 6714.JPG,25.75,80.08,8.46
lab/train/Leaf_Mold/44e7d155-8e61-4620-8442-132abc23ca58___Crnl_L.Mold 6598.JPG,20.34,89.75,13.52
lab/train/Leaf_Mold/45c5b434-5849-4d00-99bf-c0d54088c6f6___Crnl_L.Mold 9100.JPG,23.4,83.96,14.17
lab/train/Leaf_Mold/4615af1a-bf03-4e3a-9687-e62ce353f1e8___Crnl_L.Mold 8702.JPG,21.58,76.24,10.54
lab/train/Leaf_Mold/479d6746-71a9-4abc-83d7-8cbfcedf1496___Crnl_L.Mold 9150.JPG,21.95,75.88,9.4
lab/train/Leaf_Mold/48f87aed-cace-4b4f-bc57-1b6b2a6c1e9b___Crnl_L.Mold 6810.JPG,21.29,80.55,11.96
lab/train/Leaf_Mold/4a221a03-1d3a-4641-9fd3-e0fc919fef54___Crnl_L.Mold 9104.JPG,25.03,84.29,12.19
lab/train/Leaf_Mold/4c11a95e-122b-4e5e-a90c-cb550f8f6bb2___Crnl_L.Mold 7176.JPG,22.88,81.49,6.25
lab/train/Leaf_Mold/4f03bdbd-e492-49a1-b04b-f19d9aaa95fd___Crnl_L.Mold 6837.JPG,22.83,88.67,6.85
lab/train/Leaf_Mold/4fbc277e-5998-48c1-922d-c3f2e070f9d6___Crnl_L.Mold 6593.JPG,25.05,85.54,13.14
lab/train/Leaf_Mold/502ece2c-0321-467d-ae3e-071a08f5794f___Crnl_L.Mold 9174.JPG,24.05,84.33,8.47
lab/train/Leaf_Mold/5033c868-7977-4a3f-9705-1fb656e64459___Crnl_L.Mold 6813.JPG,25.16,76.34,13.58
lab/train/Leaf_Mold/50e1906e-24da-493d-88b0-3110e778a26a___Crnl_L.Mold 7135.JPG,20.53,88.96,7.95
lab/train/Leaf_Mold/519d366c-f967-452e-aaef-a9965368c310___Crnl_L.Mold 6952.JPG,24.12,83.05,8.23
lab/train/Leaf_Mold/538d20ab-b01e-4d55-ad39-b0fbeb3babbe___Crnl_L.Mold 7002.JPG,24.6,87.36,6.17
lab/train/Leaf_Mold/58716bd0-de1b-480d-9381-af08e2f13813___Crnl_L.Mold 6732.JPG,22.9,87.62,13.77
lab/train/Leaf_Mold/58fa7c1e-418a-45e5-9228-14bdee34fc89___Crnl_L.Mold 6816.JPG,25.24,84.35,12.87
lab/train/Leaf_Mold/5d0e582a-7d32-4069-9987-468d87614c8f___Crnl_L.Mold 9138.JPG,20.18,75.25,9.44
lab/train/Leaf_Mold/624b9411-3aef-4d0e-a62a-f7feb5fad021___Crnl_L.Mold 6881.JPG,25.12,75.96,7.08
lab/train/Leaf_Mold/629b73e7-834a-4b53-a164-bdc3a2030417___Crnl_L.Mold 8816.JPG,22.82,78.62,9.03
lab/train/Leaf_Mold/6337ca93-b6c5-439e-964b-9ad0b984c227___Crnl_L.Mold 6642.JPG,21.77,87.82,10.51
lab/train/Leaf_Mold/63ed021f-afc3-44cc-ab70-0bacc9815d3e___Crnl_L.Mold 6997.JPG,20.24,77.01,5.61
lab/train/Leaf_Mold/65986ff3-5848-4473-a7b7-b79e07d79fd7___Crnl_L.Mold 7040.JPG,24.77,76.67,7.56
lab/train/Leaf_Mold/65a8115c-7646-4226-adbb-c819baac010a___Crnl_L.Mold 6842.JPG,23.53,78.32,9.82
lab/train/Leaf_Mold/661a456b-bd86-4c75-951f-0accf26ea4aa___Crnl_L.Mold 8955.JPG,23.89,76.36,7.46
lab/train/Leaf_Mold/662d31b7-5dcb-4af1-b645-20b83610d1ee___Crnl_L.Mold 8687.JPG,20.44,75.9,12.2
lab/train/Leaf_Mold/68195fab-d012-4532-8b71-6ec8812ceb89___Crnl_L.Mold 9043.JPG,20.33,79.02,13.92
lab/train/Leaf_Mold/6ae9566d-3180-429e-a8a1-08c201048d0f___Crnl_L.Mold 6605.JPG,22.34,88.82,13.59
lab/train/Leaf_Mold/6bb7b9f1-7f75-4cf4-a949-cf779a171417___Crnl_L.Mold 6958.JPG,23.44,85.12,11.15
lab/train/Leaf_Mold/6cda92fc-5b8b-47b5-803a-ed31c7a9106a___Crnl_L.Mold 8728.JPG,20.76,77.26,14.22
lab/train/Leaf_Mold/6e41b201-9283-4da4-b7b1-1f2b37716142___Crnl_L.Mold 6955.JPG,23.13,80.42,8.21
lab/train/Leaf_Mold/6e6da01b-c5b7-4050-b502-4d284330b11b___Crnl_L.Mold 6729.JPG,22.64,89.69,5.76
lab/train/Leaf_Mold/6e8f1122-d902-408e-a33e-2d5514112e38___Crnl_L.Mold 6944.JPG,22.35,77.33,13.12
lab/train/Leaf_Mold/6f0ac1c9-cf47-4d88-87e6-5554dedfa621___Crnl_L.Mold 6663.JPG,24.5,78.45,11.39
lab/train/Leaf_Mold/6ffea8bd-57cd-4fcf-b477-decec427a981___Crnl_L.Mold 8806.JPG,25.91,89.52,7.16
lab/train/Leaf_Mold/706355a7-3ca5-4a79-b946-6fecf0b17277___Crnl_L.Mold 8990.JPG,21.28,84.04,7.75
lab/train/Leaf_Mold/70e4ee54-f85e-461b-a35b-e35deb567620___Crnl_L.Mold 6516.JPG,24.09,75.13,12.45
lab/train/Leaf_Mold/7115a5d7-3157-4183-bda2-8d0b43f50276___Crnl_L.Mold 8898.JPG,22.34,75.71,11.74
lab/train/Leaf_Mold/72195027-eef6-4b92-8a7e-9d60842f6e97___Crnl_L.Mold 9151.JPG,20.97,83.62,10.05
lab/train/Leaf_Mold/7281a343-89af-4704-a7f7-2a7c2be56c39___Crnl_L.Mold 6525.JPG,23.72,81.78,10.42
lab/train/Leaf_Mold/73f77cb0-f4ee-4500-ac3f-2cd6c79585ed___Crnl_L.Mold 7000.JPG,24.65,87.28,12.4
lab/train/Leaf_Mold/755296b4-fa21-4ec5-b912-bd85b2897a01___Crnl_L.Mold 8630.JPG,22.65,84.01,13.54
lab/train/Leaf_Mold/76b3aadb-a6e5-465d-809b-0aa4d60a1f83___Crnl_L.Mold 6680.JPG,21.18,86.73,9.07
lab/train/Leaf_Mold/77b74ab1-43d3-4d49-b901-e6e19ee0f200___Crnl_L.Mold 9063.JPG,21.96,75.89,6.07
lab/train/Leaf_Mold/7922fafa-294f-4a34-999a-040d1a1a1d44___Crnl_L.Mold 6771.JPG,21.0,75.54,5.63
lab/train/Leaf_Mold/7cf9cb31-1121-4ebe-b973-56c388d8f450___Crnl_L.Mold 6662.JPG,24.82,89.99,7.34
lab/train/Leaf_Mold/7e0b313f-bffb-436c-975f-1566645abfe6___Crnl_L.Mold 7182.JPG,22.95,76.79,9.68
lab/train/Leaf_Mold/7e0d709c-7399-4cad-84d4-892854831ee7___Crnl_L.Mold 6694.JPG,25.55,79.01,13.3
lab/train/Leaf_Mold/7f9fdc98-b176-45ac-a56f-28accf0a5a95___Crnl_L.Mold 6945.JPG,20.88,87.69,11.91
lab/train/Leaf_Mold/81ae49b5-40e6-41ac-add6-470a7b108f5b___Crnl_L.Mold 8794.JPG,20.92,77.46,7.11
lab/train/Leaf_Mold/82567342-f689-4e61-ac38-b25db55bb684___Crnl_L.Mold 7128.JPG,24.16,86.26,7.31
lab/train/Leaf_Mold/872c2185-148d-486c-92e8-2a3ad418f609___Crnl_L.Mold 7146.JPG,20.87,77.38,13.53
lab/train/Leaf_Mold/8bb7759a-c612-42ec-ad7e-6092dc53bbf6___Crnl_L.Mold 8822.JPG,22.51,86.3,11.59
lab/train/Leaf_Mold/8d6e2d0b-672d-4737-8973-17a9f31517a8___Crnl_L.Mold 7070.JPG,22.35,80.05,8.59
lab/train/Leaf_Mold/8e3d29dc-2a32-4471-9318-7ba1c664e1ad___Crnl_L.Mold 8903.JPG,23.81,77.88,11.22
lab/train/Leaf_Mold/8e92b724-a066-4039-a090-2699c5cfed4e___Crnl_L.Mold 6724.JPG,24.04,77.83,11.02
lab/train/Leaf_Mold/8f4781c0-53fa-4056-839e-400915d8aa5e___Crnl_L.Mold 6683.JPG,20.85,83.17,8.86
lab/train/Leaf_Mold/8fcfbfee-f57a-49f7-9f68-19b4b1d5ca98___Crnl_L.Mold 6498.JPG,23.79,88.9,12.59
lab/train/Leaf_Mold/90150c9b-42f9-4e57-9ef4-2e9355e66d45___Crnl_L.Mold 6633.JPG,20.94,89.9,12.26
lab/train/Leaf_Mold/904a5f71-4358-44b5-98ff-3681df988769___Crnl_L.Mold 6601.JPG,20.28,86.16,6.58
lab/train/Leaf_Mold/91a2c537-6b7c-463a-b59e-0f8b3ea8865b___Crnl_L.Mold 6526.JPG,20.24,77.59,11.39
lab/train/Leaf_Mold/921e0584-a414-4905-99e6-6d37a49427bc___Crnl_L.Mold 8941.JPG,21.62,84.46,13.73
lab/train/Leaf_Mold/9252cc55-7007-4d2f-871b-6fafff4068c8___Crnl_L.Mold 6776.JPG,23.51,81.89,5.24
lab/train/Leaf_Mold/9341417b-0be7-44a7-b353-f930ec746186___Crnl_L.Mold 6679.JPG,25.23,83.3,13.41
lab/train/Leaf_Mold/937ddfca-ced9-419b-b25d-314ec99847f7___Crnl_L.Mold 8726.JPG,24.58,84.6,10.79
lab/train/Leaf_Mold/937f14d9-4aae-47a3-9f27-b6f13a1ee14b___Crnl_L.Mold 8691.JPG,24.27,85.36,12.07
lab/train/Leaf_Mold/96ec6dc6-c3fb-4261-93ae-77d5dfaf8478___Crnl_L.Mold 8909.JPG,21.22,75.4,12.12
lab/train/Leaf_Mold/97ae4dda-7b28-4a06-a348-d361f8ecf56f___Crnl_L.Mold 8899.JPG,21.58,75.61,14.28
lab/train/Leaf_Mold/9a067a91-70b3-4801-9a25-bb86f8d0691e___Crnl_L.Mold 8867.JPG,23.48,85.79,7.29
lab/train/Leaf_Mold/9afdf72c-5e19-40bd-8035-daf70f1cf8ce___Crnl_L.Mold 6617.JPG,24.52,86.0,14.02
lab/train/Leaf_Mold/9c42ac1e-d48f-4644-bf35-a9b0478330e2___Crnl_L.Mold 6709.JPG,25.08,84.03,6.13
lab/train/Leaf_Mold/9c89a858-83de-4074-96fd-bde5f9e4acdc___Crnl_L.Mold 6905.JPG,24.89,75.5,9.13
lab/train/Leaf_Mold/9d23d930-a755-4554-bb5d-093d0055b65d___Crnl_L.Mold 9090.JPG,24.64,82.53,6.45
lab/train/Leaf_Mold/a05d577d-ebe7-44e3-9ac0-e6e742e34f1a___Crnl_L.Mold 9164.JPG,20.29,76.69,5.3
lab/train/Leaf_Mold/a18ef1c1-96c1-42ee-8ad7-c78283c8fc4f___Crnl_L.Mold 7023.JPG,20.85,81.9,12.43
lab/train/Leaf_Mold/a2923cd0-fc9c-471e-a97c-b92701c17af2___Crnl_L.Mold 6682.JPG,24.37,81.04,11.87
lab/train/Leaf_Mold/a36014db-d82c-4b96-8de0-87d9b32bcfd0___Crnl_L.Mold 6634.JPG,22.82,82.01,9.28
lab/train/Leaf_Mold/a37a63d6-d842-4049-b82b-f1d47c6f2f2c___Crnl_L.Mold 8646.JPG,24.3,77.95,6.95
lab/train/Leaf_Mold/a47a2d12-bac3-43c8-88d3-0f35e6884381___Crnl_L.Mold 8688.JPG,22.87,78.0,9.39
lab/train/Leaf_Mold/a6a109c7-b0f1-4475-8b50-22681c59a909___Crnl_L.Mold 6551.JPG,20.94,77.55,10.02
lab/train/Leaf_Mold/a6ff3d28-9ffd-4ccd-8283-0d3d0718d311___Crnl_L.Mold 8799.JPG,21.27,87.03,7.2
lab/train/Leaf_Mold/a740fdd7-45f9-445f-a992-37005aa41d32___Crnl_L.Mold 6883.JPG,20.1,79.26,12.94
lab/train/Leaf_Mold/a7ea5602-9cd1-444e-bce8-ed314ddda894___Crnl_L.Mold 9101.JPG,22.38,85.14,11.48
lab/train/Leaf_Mold/a95f0a82-5cad-423a-be56-8205317909e8___Crnl_L.Mold 8677.JPG,20.32,79.59,6.58
lab/train/Leaf_Mold/a97710a1-8082-4ae9-ad47-cd4344773073___Crnl_L.Mold 9121.JPG,20.44,89.95,8.97
lab/train/Leaf_Mold/ad05c94b-3432-4776-99ff-a5735e52cf7a___Crnl_L.Mold 7162.JPG,24.67,89.55,8.6
lab/train/Leaf_Mold/af7e1ce4-bb49-4227-ba89-9972bab473b7___Crnl_L.Mold 6560.JPG,24.63,76.28,12.6
lab/train/Leaf_Mold/affd6fab-cc08-41b6-b21b-991b9ffdd1cd___Crnl_L.Mold 9071.JPG,25.64,88.84,9.69
lab/train/Leaf_Mold/b1299841-6001-40d1-aa5c-90f5e289fbf1___Crnl_L.Mold 6887.JPG,25.24,86.52,11.41
lab/train/Leaf_Mold/b1f8ad0b-b955-4e6e-b789-a856effaa990___Crnl_L.Mold 9109.JPG,23.08,84.92,9.46
lab/train/Leaf_Mold/b66c322b-7fc4-4d0a-9e57-afe7a58b0c1b___Crnl_L.Mold 6554.JPG,24.63,88.77,6.59
lab/train/Leaf_Mold/b6bdf275-d731-415b-a68d-193bbd6c037a___Crnl_L.Mold 8772.JPG,24.62,83.7,7.94
lab/train/Leaf_Mold/b7b40130-ae85-438e-9bc4-7ed4ce5cdd1f___Crnl_L.Mold 9137.JPG,22.27,80.56,11.54
lab/train/Leaf_Mold/b8e9228f-640a-47ce-8567-bc523c6eabce___Crnl_L.Mold 6529.JPG,25.93,77.23,11.99
lab/train/Leaf_Mold/ba913a0e-102c-4fc0-b617-22f85f9f6d31___Crnl_L.Mold 6504.JPG,22.11,87.79,5.69
lab/train/Leaf_Mold/bca2a85b-7b2a-42b5-9b7d-cba2a6bc9a70___Crnl_L.Mold 7003.JPG,25.05,84.43,5.44
lab/train/Leaf_Mold/bcf274e3-d797-4fa5-88c8-e513266e78da___Crnl_L.Mold 7036.JPG,20.26,80.92,11.54
lab/train/Leaf_Mold/bdc4e19c-87fc-4d84-8de7-a8663aed37f7___Crnl_L.Mold 8741.JPG,23.71,83.47,10.48
lab/train/Leaf_Mold/bee64636-a53b-4ecd-9f4f-d71d61148f55___Crnl_L.Mold 8980.JPG,25.27,80.53,6.22
lab/train/Leaf_Mold/bffaf3b2-61c2-43e1-bfec-a3412b3d5ac8___Crnl_L.Mold 7026.JPG,24.89,82.6,13.59
lab/train/Leaf_Mold/c05c1b58-b391-41d4-bdd4-72f82b59a508___Crnl_L.Mold 8926.JPG,24.67,77.72,9.32
lab/train/Leaf_Mold/c28fe517-5ca7-4021-98a5-9fe8908c815b___Crnl_L.Mold 7116.JPG,25.58,80.58,13.89
lab/train/Leaf_Mold/c6583f61-77e9-4417-aed3-44198e567580___Crnl_L.Mold 8947.JPG,21.87,86.64,6.36
lab/train/Leaf_Mold/c92cbefd-7687-4a82-a07e-95cf5990c1d9___Crnl_L.Mold 8698.JPG,25.35,83.22,6.61
lab/train/Leaf_Mold/c9bdd302-7a60-43a7-9850-b48861d021b4___Crnl_L.Mold 7129.JPG,23.73,77.47,14.73
lab/train/Leaf_Mold/cb31d287-ef55-42a7-9ebe-df5796ad7d41___Crnl_L.Mold 9060.JPG,21.4,81.72,8.64
lab/train/Leaf_Mold/cb9effb5-7029-410e-8270-8efb36fb124a___Crnl_L.Mold 8841.JPG,23.59,82.46,6.0
lab/train/Leaf_Mold/cf08d13a-ab82-4f09-92ab-8f45fe1eb086___Crnl_L.Mold 8671.JPG,23.23,81.39,13.87
lab/train/Leaf_Mold/d2102d1d-e4f2-40d3-84aa-7281e053e646___Crnl_L.Mold 9111.JPG,21.02,77.9,8.31
lab/train/Leaf_Mold/d22e79f4-23d0-4c0a-849b-c574b3f04232___Crnl_L.Mold 9084.JPG,24.27,78.74,12.72
lab/train/Leaf_Mold/d23729f0-3d5c-4e13-abd2-5cc7f21a51ee___Crnl_L.Mold 6976.JPG,24.27,79.49,7.87
lab/train/Leaf_Mold/d4becf38-57b1-46c6-9dbe-fcb747edd287___Crnl_L.Mold 7134.JPG,24.51,84.6,13.14
lab/train/Leaf_Mold/d5926e32-2f9f-413f-b6b8-fe86725729d2___Crnl_L.Mold 8974.JPG,22.79,77.22,8.56
lab/train/Leaf_Mold/d7ee8962-2ee6-4da6-aadd-d181aa54a498___Crnl_L.Mold 8922.JPG,20.51,89.07,11.26
lab/train/Leaf_Mold/d851f069-a167-4136-b21f-73a85f6f2126___Crnl_L.Mold 8957.JPG,23.64,82.38,13.06
lab/train/Leaf_Mold/db0e6ad7-58db-478e-9b17-37bb603363d1___Crnl_L.Mold 8863.JPG,22.92,83.18,6.85
lab/train/Leaf_Mold/df5a282e-d66e-4fb3-8ce4-eddfe5253c50___Crnl_L.Mold 8940.JPG,22.78,85.47,14.1
lab/train/Leaf_Mold/e04f2ba7-8aac-4c3a-950f-edf70a6c2905___Crnl_L.Mold 7173.JPG,24.13,80.42,5.41
lab/train/Leaf_Mold/e1af66f2-f7a8-4ae8-8f79-f9b8e8508d58___Crnl_L.Mold 8697.JPG,24.98,78.06,10.92
lab/train/Leaf_Mold/e1d28219-50e4-4fae-be14-ab80ffe0c748___Crnl_L.Mold 6969.JPG,25.08,79.56,8.06
lab/train/Leaf_Mold/e2d4c4ee-752f-4494-a046-6076bc08ecbd___Crnl_L.Mold 7178.JPG,21.11,81.76,7.24
lab/train/Leaf_Mold/e40da81e-07e7-4914-af0d-461a2b1a10ec___Crnl_L.Mold 7101.JPG,23.67,80.14,7.88
lab/train/Leaf_Mold/e4e09a80-ae3a-42e8-ae98-e892b0507098___Crnl_L.Mold 6636.JPG,23.93,83.5,6.52
lab/train/Leaf_Mold/e710a5d8-3d50-4382-9786-931ca51ba797___Crnl_L.Mold 6851.JPG,21.81,87.41,7.78
lab/train/Leaf_Mold/e8a0bcf7-b76f-495f-ad84-f29329bfa481___Crnl_L.Mold 6620.JPG,24.89,86.39,8.93
lab/train/Leaf_Mold/e9a29961-5b3e-47a8-b2aa-b8d0ba9f2a80___Crnl_L.Mold 6838.JPG,25.82,77.77,13.14
lab/train/Leaf_Mold/ea06d6ff-8848-40a9-8372-fcb229337bd4___Crnl_L.Mold 9092.JPG,23.67,81.68,8.17
lab/train/Leaf_Mold/ed52b0a7-f569-4fdb-b04c-a624d8793092___Crnl_L.Mold 8880.JPG,25.78,86.33,8.93
lab/train/Leaf_Mold/edd41abf-a135-4648-b724-a57b91f403e5___Crnl_L.Mold 6980.JPG,21.02,75.26,5.94
lab/train/Leaf_Mold/edf50862-c5ce-406d-a3f1-f228bd358ca3___Crnl_L.Mold 7038.JPG,20.4,80.87,14.12
lab/train/Leaf_Mold/f1cba359-4553-46a7-a1b3-3b6dbbcb81ae___Crnl_L.Mold 7151.JPG,20.96,85.1,11.21
lab/train/Leaf_Mold/f2da011d-7004-40de-ba61-9e9fe12ad6b0___Crnl_L.Mold 7143.JPG,22.35,82.65,10.57
lab/train/Leaf_Mold/f3113f81-fff3-4b7d-b171-7315216c4d10___Crnl_L.Mold 8683.JPG,24.27,87.39,12.2
lab/train/Leaf_Mold/f3b8f9e3-6c47-4797-9da6-d8b09e19048c___Crnl_L.Mold 9023.JPG,24.0,79.72,13.62
lab/train/Leaf_Mold/f3c54833-7b3e-43bf-8d1d-a67a8c6cfd83___Crnl_L.Mold 8858.JPG,20.1,83.01,8.22
lab/train/Leaf_Mold/f456169c-83b5-4fd6-8c0a-41f36fb23ac7___Crnl_L.Mold 6693.JPG,22.55,76.83,8.88
lab/train/Leaf_Mold/f48a7999-9eaa-4403-a2a5-533d22092d46___Crnl_L.Mold 6854.JPG,20.74,84.71,9.92
lab/train/Leaf_Mold/f588d442-8eb5-439a-9c1a-cad5722ecc28___Crnl_L.Mold 7133.JPG,20.71,81.39,6.83
lab/train/Leaf_Mold/f655d3f3-4b41-4e5a-adcd-5bf481d8d8eb___Crnl_L.Mold 8716.JPG,21.4,88.13,13.96
lab/train/Leaf_Mold/f6c11a02-6f44-4e15-aab8-50cb8d79bc62___Crnl_L.Mold 9166.JPG,22.52,86.82,11.69
lab/train/Leaf_Mold/f7826d86-2eb1-408f-b2c1-a43afe0268b3___Crnl_L.Mold 9056.JPG,25.82,79.8,9.68
lab/train/Leaf_Mold/fb7b35d0-f501-4410-902c-99ab6022ae47___Crnl_L.Mold 9163.JPG,20.12,76.25,8.83
lab/train/Leaf_Mold/ffb2d848-e46c-485c-a633-8d6137dd3dbf___Crnl_L.Mold 8735.JPG,21.55,82.96,12.29
lab/train/Septoria_leaf_spot/026c9801-8f0c-41b6-adfe-12704eafa73d___Keller.St_CG 1939.JPG,25.51,76.32,5.5
lab/train/Septoria_leaf_spot/03611d8a-1664-4d1a-8d9b-7dc3e1a302cc___Keller.St_CG 1945.JPG,23.33,88.13,10.96
lab/train/Septoria_leaf_spot/04c912dc-3e26-43ff-a6e3-69de49a6e529___JR_Sept.L.S 8519.JPG,23.24,76.2,7.13
lab/train/Septoria_leaf_spot/04eb9fee-df68-4917-a639-d68e12c08bbc___JR_Sept.L.S 8475.JPG,22.12,77.28,5.78
lab/train/Septoria_leaf_spot/07679a50-9d8d-4612-80f4-464785781d56___JR_Sept.L.S 2727.JPG,24.69,71.0,10.61
lab/train/Septoria_leaf_spot/07a4190c-b0c0-4e03-9ad5-474938c837d2___Matt.S_CG 1242.JPG,26.49,71.23,8.81
lab/train/Septoria_leaf_spot/09332ad5-89d0-4ce9-84de-6bca4f10bf16___Keller.St_CG 1953.JPG,24.56,81.16,8.15
lab/train/Septoria_leaf_spot/0af9f990-ad92-4411-8623-4498ca4805ce___Keller.St_CG 1942.JPG,23.08,75.53,12.12
lab/train/Septoria_leaf_spot/0b4886e5-a065-44c1-aa19-bd166922d3de___JR_Sept.L.S 8498.JPG,20.32,73.98,5.65
lab/train/Septoria_leaf_spot/0b6a9374-858d-49ce-8a94-ab57c957718c___Matt.S_CG 2488.JPG,20.15,80.92,8.72
lab/train/Septoria_leaf_spot/0df95a30-e5bd-4fec-8271-c2de4e79a7e7___Keller.St_CG 1978.JPG,27.15,80.1,12.19
lab/train/Septoria_leaf_spot/0ef9804e-d695-40e4-8950-08551255fa05___JR_Sept.L.S 8540.JPG,20.15,75.45,14.48
lab/train/Septoria_leaf_spot/10738d0a-42a6-4f9f-aab6-d2676eb89236___Matt.S_CG 1692.JPG,23.91,88.73,14.59
lab/train/Septoria_leaf_spot/10b13eee-3523-4a86-96cf-5b94191c3f4b___Matt.S_CG 1305.JPG,24.67,70.46,13.12
lab/train/Septoria_leaf_spot/13cc7d11-275b-44c2-977f-cef792d827ed___Keller.St_CG 2000.JPG,27.61,76.78,7.93
lab/train/Septoria_leaf_spot/1512a5b8-2c65-4abb-8003-ee207d10ac5a___Matt.S_CG 2803.JPG,26.22,81.29,10.57
lab/train/Septoria_leaf_spot/1585bf58-6209-411e-92e5-84d55162dec8___Matt.S_CG 7594.JPG,23.23,70.39,6.92
lab/train/Septoria_leaf_spot/15a7cf58-3dd6-415e-a4e1-ec825aba252d___JR_Sept.L.S 8472.JPG,26.52,75.91,5.16
lab/train/Septoria_leaf_spot/15de3678-aed3-4887-8bba-6cf5e1efdde0___Matt.S_CG 1317.JPG,21.61,80.03,10.89
lab/train/Septoria_leaf_spot/1764aae7-ae4b-45f9-b364-23cd799cee12___JR_Sept.L.S 8458.JPG,23.79,84.32,9.29
lab/train/Septoria_leaf_spot/17c7e5bd-f44e-4dbd-9cd0-f0dbcc654306___JR_Sept.L.S 8557.JPG,28.0,83.33,10.37
lab/train/Septoria_leaf_spot/18f0fcbe-a99c-4d0d-a7e7-0f3d8f9666c2___Matt.S_CG 2643.JPG,24.3,73.39,9.88
lab/train/Septoria_leaf_spot/1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799.JPG,20.57,73.08,6.05
lab/train/Septoria_leaf_spot/1c7e9ef5-bf97-4e53-b6c1-7fd148d043d5___Matt.S_CG 6482.JPG,27.62,84.97,10.09
lab/train/Septoria_leaf_spot/1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727.JPG,24.77,83.56,7.27
lab/train/Septoria_leaf_spot/1cffba8e-40e0-43ce-914b-c184feb2cb2e___Matt.S_CG 7401.JPG,24.73,81.59,14.05
lab/train/Septoria_leaf_spot/1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071.JPG,25.74,82.83,13.49
lab/train/Septoria_leaf_spot/1da58848-43c5-44ce-974e-bdd0b3c6e7d5___JR_Sept.L.S 8363.JPG,23.02,86.98,8.16
lab/train/Septoria_leaf_spot/1ecc0c20-9ef3-40af-a8d8-9a43463a26b4___Matt.S_CG 7654.JPG,27.55,73.73,12.37
lab/train/Septoria_leaf_spot/1f755e56-f38f-44ef-8076-d82c302c4539___JR_Sept.L.S 8407.JPG,23.41,74.31,5.29
lab/train/Septoria_leaf_spot/211aafec-c358-4573-abe9-72eb49936ba5___JR_Sept.L.S 8558.JPG,22.42,87.68,10.05
lab/train/Septoria_leaf_spot/2142a16f-dd81-4045-8ea8-1bb853595821___JR_Sept.L.S 2523.JPG,22.53,74.62,10.68
